Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
QUANTUM ERROR,PlayStation 5,M,"Blood and Gore,Intense Violence",No Interactive Elements,"This is a first-person shooter in which players assume the role of a fire captain investigating a mysterious fire in a futuristic setting. As players traverse a mysterious facility, they use tools (e.g., axes, jaws of life) and firearms (e.g., pistols, ion rifles, shotguns) to kill enemy soldiers and zombie-like creatures. Some attacks can result in decapitation and/or dismemberment, accompanied by large blood-splatter effects; severed limbs and body parts are depicted on the ground in some areas. Some cutscene sequences depict more intense acts of violence: a man shot in the head at close range; soldiers sliced to pieces by a sword-wielding character; a character shot through the head."
Tintin Reporter - Cigars of the Pharaoh,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,"Drug Reference,Mild Violence",No Interactive Elements,"This is an adventure game in which players assume the role of Tintin as he searches for a Pharaoh''s tomb. From a third-person perspective, players can find clues, solve puzzles, and interact with characters. As players progress, they encounter sequences depicting brief instances of violence/mild peril: a character locked in a room getting filled with sleeping gas; characters pointing guns at each other; a character chased by a man with a knife; a character shot in the neck by a poison dart. The game contains references to drugs and opium in the dialogue/text (e.g., “Opium trafficking”; “Just to make money selling drugs”; “Opium smuggling on the rise”; “My drugs confiscated”; “First he trafficked drugs, now he smuggles weapons”; “...[T]hey''d also planted drugs in my clothes!”"
Football Manager 2024,"Macintosh, Windows PC",E,No Descriptors,"In-Game Purchases (MAC,PC)","This is a football management simulation game in which players select and manage real soccer teams from clubs and leagues around the world. Players make managerial decisions that include negotiating contracts, handling staff, and developing the team''s tactics and strategies."
The Forest Cathedral,PlayStation 5,E10+,"Mild Violence,Tobacco Reference",No Interactive Elements,No Rating Summary
Little Goody Two Shoes,Windows PC,T,"Blood and Gore,Partial Nudity,Violence",No Interactive Elements,"This is a horror-adventure game in which players follow a girl (Elise) on a quest to fulfill her dream. From a 3/4-overhead perspective, players explore a fictional German town, interact with characters, and engage in various minigames. Players can encounter supernatural creatures (e.g., ghosts, giant insects, skeletons) that chase down and attack Elise; small blood-splatter effects occur when Elise is attacked. A handful of environments depict stylized bloodstains and gore (e.g., a severed head on an altar). Still-image sequences also depict violence and stylized blood/gore: a woman killed off screen, with blood-splatter on the screen; a character impaled, with blood stains; a silhouette sequence of a decapitation. One brief sequence depicts a female ghost with exposed breasts; a painting/drawing on a parade float shows a creature with exposed breasts and nipples."
EA SPORTS™ WRC,"Windows PC, PlayStation 5, Xbox Series",E,No Descriptors,"Users Interact (PC,Xbox Series,PlayStation 5)In-Game Purchases (PC,Xbox Series,PlayStation 5)","This is a racing game in which players drive through a career competing in the World Rally Championship. Players can select different cars to race through real-world locations in various game modes (e.g., Career, Championship, WRC Moments)."
Pocket Bravery,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Fantasy Violence,Mild Blood,Mild Language,Mild Suggestive Themes","In-Game Purchases (PlayStation 4,Switch,PlayStation 5)","This is an action-fighting game in which players assume the role of an ex-crew member seeking revenge. Players engage in arcade-style fighting, using stylized characters that punch, kick, and throw each other to deplete opponents'' health meters. Characters also use special attacks to inflict greater damage. Combat is accompanied by frequent impact sounds and cries of pain. Still-images depict characters punched, choked, and/or with bloody/bruised faces. One character''s sword attack results in small blood spurts. A female character''s special attack depicts a close-up of her chest and revealing clothing (e.g., low-cut top, deep cleavage); a still-image sequence depicts a female character in a bath with water partially covering her breasts. The word “p*ss” appears in the game."
MLB® The Show™ 23,"Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,"Users Interact (Xbox One,Switch,Xbox Series)In-Game Purchases (Includes Random Items) (Xbox One,Switch,Xbox Series)","This is a baseball simulation game in which players compete with Major League Baseball teams in various modes (e.g., Franchise, Diamond Dynasty, Home Run Derby). Players can adjust an athlete''s power and precision while pitching or batting, and can initiate defensive strategies while fielding."
Thirsty Suitors,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,"Drug Reference,Fantasy Violence,Language,Sexual Themes",No Interactive Elements,"This is an adventure/role-playing game in which players assume the role of Jala as she skateboards, cooks, and battles through a story-driven experience. Players help Jala confront her mistakes, reconcile previous relationships, and balance cultural differences/expectations. As players progress through the story, they engage in turn-based battles using whimsical attacks (e.g., insults, flirting, distractions) and occasional physical attacks (e.g., slaps, using a basketball to strike opponents). Battles are highlighted by impact sounds, cries of pain, and dwindling health bars/hit points. The dialogue contains some references to sexuality (e.g., “I don''t get down on my knees for just anyone""; “This is a fetish""; “Don''t kink shame”; “Please don''t make that sound like such a sex thing”; “This seems like a really suggestively shaped dog toy”; ""Is he good in bed?”). A handful of scenes contain drug references (e.g., ""stoned sarcasm""; ""Munchies can weaken resolve""; “Has anyone introduced her to edibles yet?”). The words “sh*t” and “a*shole” appear in the game."
MythForce,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Animated Blood,Fantasy Violence",No Interactive Elements,"This is an action-adventure game in which players assume the roles of heroes trying to save a realm from evil forces. From a first-person perspective, players explore crypts and castles, collect magical artifacts, and defeat hordes of enemies (e.g., skeletons, lizardmen, mushrooms). Players use swords, daggers, maces, and magic spells to battle enemies in frenetic combat. Battles are highlighted by impact sounds, colorful light effects, and brief explosions. Some enemies burst into large, yellow droplets when defeated and/or leave green stains on the ground. Boss battles depict more protracted combat, sometimes against human-like characters."
Mario vs. Donkey Kong,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,"This is an action platformer in which players help Mario rescue Mini-Mario toys stolen by Donkey Kong. As players traverse whimsical environments, they can defeat enemies by jumping on their heads or throwing objects (e.g., trash cans, barrels) at them. In a boss battle sequence, players must dodge falling objects while using barrels to hit Donkey Kong; damage is indicated by depleting hit points, smoke, and cracked glass."
Rise of the Triad: Ludicrous Edition,"PlayStation 4, Nintendo Switch",M,"Blood and Gore,Violence",No Interactive Elements,"This is a first-person shooter in which players assume the role of an elite operative attempting to stop a group of cultists. Players use pistols, machine guns, rocket launchers, and magic staffs to kill enemies (e.g., cultists, guards, monks). Combat is fast-paced, accompanied by gunfire, cries of pain, and blood-splatter effects. Some attacks cause enemies to burst into pieces of flesh and body parts (e.g., bloody eyeballs). Players can also activate traps that cause human enemies to be crushed beneath or between moving walls; these enemies burst into pieces and emit large blood-splatter effects. Several environments depict mutilated corpses and enemies lying in pools of blood."
