Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
The Dark Pictures Anthology: Man of Medan,"PlayStation 5, Xbox Series",M,"Blood,Drug Reference,Intense Violence,Strong Language,Suggestive Themes","Users Interact (Xbox Series,PlayStation 5)In-Game Purchases (Xbox Series,PlayStation 5)","This is a survival-horror adventure game in which players help five friends try to survive after being kidnapped at sea. Players explore interactive environments and choose a variety of action/decision-paths via on-screen prompts. Some choices lead to depictions of intense violence: characters shot in the head at close range; a man getting his ear cut off; a character stabbed in the chest with a knife; a corpse''s body getting eaten by rats. Blood-splatter effects occur as characters are killed and/or injured; blood also appears on the ground and underneath bodies. The game includes some innuendo and suggestive material in the dialogue (e.g., “You know the size of my bank account is not in a competition with the size of your penis, right; “You gonna bring your bangstick""; ""That''s code for weed and porn isn''t it?”). Drugs are also referenced in the dialogue (e.g., “Everybody flush their meth! We gotta get rid of all this meth!”). The words “f**k” and “sh*t” are heard in the game."
Way of the Hunter,"Windows PC, PlayStation 5, Xbox Series",T,"Blood,Language,Violence",No Interactive Elements,"This is a first-person hunting-simulation game in which players hunt for animals in the USA and Europe. Players can explore open-world environments while using realistic rifles to shoot and kill game (e.g., deer, birds, wolves, bears). Hunting is accompanied by realistic gunfire and blood-splatter, and blood stains on the ground. Scan-like images of bullet trajectories depict animals'' bones/internal organs when shot. The word “sh*t” appears in the dialogue."
Made in Abyss: Binary Star Falling into Darkness,"PlayStation 4, Nintendo Switch",M,"Blood and Gore,Violence",No Interactive Elements,"This is an action role-playing game, based on a manga/anime, in which players follow the story of children exploring a strange abyss filled with monsters. From a third-person perspective, players collect resources, explore landscapes, interact with characters, and battle monsters in melee combat. Death scenes can be dramatic, as child-like characters are seen impaled on spikes, disemboweled, covered in blood, and eaten by monsters. One cutscene briefly depicts a young character removing her eyeballs. Characters sometimes emit large splatters of blood, before falling to the ground; some deaths are briefly depicted in first-person, with blood splattering the camera."
Five Nights at Freddy''s: Security Breach,"Xbox One, Xbox Series",T,Fantasy Violence,No Interactive Elements,"This is an exploration/horror game in which players assume the role of a young boy (Gregory) trapped overnight in an entertainment center filled with robotic staff and animatronic animals. From a first-person perspective, players explore the dark complex while solving puzzles and using stealth to avoid getting caught. Characters mostly grab Gregory and scream whenever players fail to stay hidden, though some actions result in violence: robots repeatedly beating the targeted character; animatronics struck by bumper cars; a character crushed inside a trash compactor. The game contains frequent screams and jump scares, as players are attacked without warning."
Destroy All Humans! 2 - Reprobed,"Windows PC, PlayStation 5, Xbox Series",T,"Animated Blood,Crude Humor,Language,Partial Nudity,Sexual Themes,Use of Drugs,Violence",No Interactive Elements,"This is an action game in which players assume the role of an alien (Crypto-138) seeking revenge on the KGB for destroying his mothership. As players explore open-world environments, they use futuristic blasters to electrocute, vaporize, and toss around mostly human enemies. Players can also use an anal probe to harvest human brains; splatters of green blood appear when brains are harvested or when heads pop off. Combat can be frenetic, highlighted by gunfire, explosions, and cries of pain. During the course of the game, players can listen to civilians'' inner thoughts, which sometimes contain sexual references (e.g., “If Steve tries to talk me into another threesome, I swear to God I''m gonna kick him in the nads”; “I hate being responsible for my own orgasm”; “I need some serious I and I—intoxication and intercourse”; “A park full o'' potheads, and you''re tellin'' me nobody here''s ever had erectile dysfunction?”). A background poster depicts a man with exposed buttocks. References to drugs occur in the dialogue, and characters can sometimes be seen smoking bongs, nearby cannabis plants. One area depicts a doorway resembling a giant sphincter, and characters are occasionally seen urinating outdoors. The words “sh*t” and “b*tch” are heard in dialogue."
Prinny Presents NIS Classics Volume 3: La Pucelle: Ragnarok / Rhapsody: A Musical Adventure,Nintendo Switch,T,"Blood,Fantasy Violence,Mild Language,Suggestive Themes,Use of Tobacco",No Interactive Elements,"This is a compilation of two strategy role-playing games in which players follow the story of demon hunters trying to save characters in a fantasy world. From a 3/4-overhead perspective, players engage in turn-based combat against fantastical creatures (e.g., demons, zombies, cat people) on grid-based battlefields. Players choose weapon and magic attacks from a menu to battle enemies. A handful of sequences depict additional acts of violence and/or blood: a character in silhouette impaled by spears; a crucified woman impaled by spears, causing blood to pool underneath her; a message written in blood on a wall. The games contain references to suggestive material in the dialogue (e.g., “…[She] got big hooters. But I didn''t know she had owls”; “Master Myoa''s flat-chested”; “Get away from me, you pervert.”). Some female characters are designed with revealing outfits (e.g., deep cleavage) and jiggling breasts. A handful of monsters are depicted topless, though with no discernible details (i.e., no nipples). One character is frequently shown lighting up and smoking a cigarette. The words “bastard” and “p*ss me off” appear in the game."
HYPER SENTINEL,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
Kirby''s Dream Buffet,Nintendo Switch,E,Mild Cartoon Violence,No Interactive Elements,"This is a collection of minigames (e.g., party games) in which players assume the roles of Kirby characters as they compete to eat the most food. Players compete in various races and engage in a whimsical Battle Mode, slamming into small opponents and using power ups (e.g., needle, pepper) to knock cartoony characters off tracks/platforms. Kirby yelps when knocked out of bounds, and gets dizzy when hit with an item or hazard."
DEEEER Simulator: Your Average Everyday Deer Game,"PlayStation 4, Nintendo Switch",T,Violence,No Interactive Elements,No Rating Summary
Miss Kobayashi''s Dragon Maid: Burst Forth!! Choro-gon ☆ Breath,"PlayStation 4, Nintendo Switch",T,"Fantasy Violence,Partial Nudity",No Interactive Elements,"This is an action shooter in which players rotate control between three characters as they battle their way through levels in a computer. From a top-down perspective, players shoot and avoid waves of colorful projectiles flying around the screen; enemy creatures (e.g., goblins, skeletons, slimes) and bosses explode into fiery bursts when defeated. Some female characters are depicted with ripped clothing after being injured during gameplay; still images appear on screen, depicting characters with small scraps of fabric barely covering their breasts and/or pelvic region."
